Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
144.9,50.4,L,,,,,,210.8,108.5,L,,,,,,,,,,,,
144.9,99.2,M,,,,,,210.8,150.4,L,,,,,,,,,,,,
144.9,127.1,L,,,,,,210.8,188.3,L,,,,,,,,,,,,
144.9,140.3,S,,,,,,210.8,344.9,L,,,,,,,,,,,,
144.9,145.7,M,,,,,,211,305.8,M,,,,,,,,,,,,
144.9,151.1,L,,,,,,211.6,69,M,,,,,,,,,,,,
144.9,199.2,L,,,,,,211.6,175.9,L,,,,,,,,,,,,
144.9,224.8,L,,,,,,211.6,336.4,L,,,,,,,,,,,,
145.7,70.5,L,,,,,,211.6,382.1,L,,,,,,,,,,,,
145.7,121.7,L,,,,,,212.4,87.6,L,,,,,,,,,,,,
146.5,35.7,L,,,,,,212.4,205.4,L,,,,,,,,,,,,
146.5,93,M,,,,,,212.4,323.2,L,,,,,,,,,,,,
146.5,181.4,S,,,,,,212.4,330.2,M,,,,,,,,,,,,
146.5,235.6,L,,,,,,212.4,355,L,,,,,,,,,,,,
147.3,10.1,L,,,,,,213.1,36.4,M,,,,,,,,,,,,
147.3,45.7,M,,,,,,213.1,79.1,M,,,,,,,,,,,,
147.3,75.2,L,,,,,,213.1,126.3,M,,,,,,,,,,,,
147.3,81.4,L,,,,,,213.1,280.6,M,,,,,,,,,,,,
147.3,104.6,L,,,,,,213.1,310.8,L,,,,,,,,,,,,
147.3,132.5,M,,,,,,213.9,114.7,L,,,,,,,,,,,,
147.3,161.2,L,,,,,,213.9,366.6,L,,,,,,,,,,,,
148,64.3,S,,,,,,214.7,21.7,L,,,,,,,,,,,,
148,166.6,L,,,,,,214.7,62,M,,,,,,,,,,,,
148,188.3,L,,,,,,214.7,143.4,M,,,,,,,,,,,,
148,194.5,L,,,,,,214.7,268.9,L,,,,,,,,,,,,
148,213.1,L,,,,,,215.5,14,S,,,,,,,,,,,,
148,242.6,L,,,,,,215.5,30.2,L,,,,,,,,,,,,
148.8,16.3,L,,,,,,215.5,213.9,L,,,,,,,,,,,,
148.8,30.2,L,,,,,,215.5,231.7,L,,,,,,,,,,,,
148.8,52.7,L,,,,,,215.5,239.5,M,,,,,,,,,,,,
148.8,58.1,L,,,,,,215.5,299.2,M,,,,,,,,,,,,
148.8,114.7,M,,,,,,215.5,374.4,L,,,,,,,,,,,,
148.8,173.6,L,,,,,,216.2,94.6,L,,,,,,,,,,,,
148.8,229.4,M,,,,,,216.2,158.1,L,,,,,,,,,,,,
149.6,5.4,L,,,,,,216.2,223.2,L,,,,,,,,,,,,
149.6,24.8,M,,,,,,216.2,250.3,L,,,,,,,,,,,,
149.6,70.5,L,,,,,,216.2,260.4,M,,,,,,,,,,,,
149.6,86.8,L,,,,,,216.2,317.8,M,,,,,,,,,,,,
149.6,143.4,L,,,,,,217,5.4,L,,,,,,,,,,,,
149.6,202.3,L,,,,,,217,73.6,L,,,,,,,,,,,,
149.6,207.7,M,,,,,,217,167.4,L,,,,,,,,,,,,
150,149.1,M,,,,,,217.1,167.1,L,,,,,,,,,,,,
150.4,39.5,M,,,,,,217.8,107,M,,,,,,,,,,,,
150.4,94.6,M,,,,,,217.8,191.4,L,,,,,,,,,,,,
150.4,122.5,L,,,,,,217.8,202.3,M,,,,,,,,,,,,
150.4,127.9,L,,,,,,217.8,386,M,,,,,,,,,,,,
150.4,136.4,M,,,,,,218.7,44.7,L,,,,,,,,,,,,
150.4,155.8,L,,,,,,219.3,80.6,L,,,,,,,,,,,,
150.4,217.8,L,,,,,,219.3,149.6,L,,,,,,,,,,,,
150.4,223.2,L,,,,,,219.3,173.6,L,,,,,,,,,,,,
151.1,19.4,L,,,,,,219.3,183.7,S,,,,,,,,,,,,
151.1,80.6,M,,,,,,219.3,339.5,L,,,,,,,,,,,,
151.1,99.2,L,,,,,,220.1,55.8,M,,,,,,,,,,,,
151.1,110.1,L,,,,,,220.1,88.4,M,,,,,,,,,,,,
151.1,184.5,L,,,,,,220.1,349.6,L,,,,,,,,,,,,
151.1,237.2,L,,,,,,220.9,27.1,L,,,,,,,,,,,,
151.9,11.6,L,,,,,,220.9,64.3,S,,,,,,,,,,,,
151.9,34.1,L,,,,,,220.9,124.8,L,,,,,,,,,,,,
152.7,50.4,L,,,,,,220.9,275.1,S,,,,,,,,,,,,
152.7,61.2,L,,,,,,220.9,292.2,L,,,,,,,,,,,,
152.7,90.7,L,,,,,,220.9,328.6,L,,,,,,,,,,,,
152.7,163.5,L,,,,,,220.9,358.9,L,,,,,,,,,,,,
152.7,171.3,M,,,,,,221.7,16.3,M,,,,,,,,,,,,
152.7,176.7,M,,,,,,221.7,118.6,L,,,,,,,,,,,,
152.7,231.7,L,,,,,,221.7,280.6,L,,,,,,,,,,,,
153.5,5.4,L,,,,,,221.7,299.9,M,,,,,,,,,,,,
153.5,27.1,M,,,,,,221.7,377.5,S,,,,,,,,,,,,
153.5,44.2,L,,,,,,222.4,35.3,L,,,,,,,,,,,,
153.5,55.8,L,,,,,,222.4,216.2,M,,,,,,,,,,,,
153.5,74.4,L,,,,,,222.4,242.6,L,,,,,,,,,,,,
153.5,103.9,L,,,,,,222.4,310.8,S,,,,,,,,,,,,
154.2,118.6,L,,,,,,223.2,9.3,L,,,,,,,,,,,,
154.2,133.3,L,,,,,,223.2,98.4,L,,,,,,,,,,,,
154.2,150.4,L,,,,,,223.2,138.7,L,,,,,,,,,,,,
154.2,158.1,L,,,,,,223.2,321.6,M,,,,,,,,,,,,
154.2,189.9,L,,,,,,223.2,367.4,L,,,,,,,,,,,,
154.2,197.6,M,,,,,,224,163.5,L,,,,,,,,,,,,
154.2,211.6,L,,,,,,224,264.3,L,,,,,,,,,,,,
154.2,226.3,L,,,,,,224.8,72.1,L,,,,,,,,,,,,
154.2,244.9,L,,,,,,224.8,131,L,,,,,,,,,,,,
155,15.5,M,,,,,,224.8,155.8,L,,,,,,,,,,,,
155,84.5,L,,,,,,224.8,189.9,L,,,,,,,,,,,,
155,144.9,L,,,,,,224.8,206.9,M,,,,,,,,,,,,
155,205.4,L,,,,,,224.8,224.8,M,,,,,,,,,,,,
155,220.1,L,,,,,,224.8,231.7,L,,,,,,,,,,,,
155.8,65.1,M,,,,,,225.5,22.5,L,,,,,,,,,,,,
155.8,96.1,L,,,,,,225.5,110.1,L,,,,,,,,,,,,
155.8,113.9,M,,,,,,225.5,199.2,L,,,,,,,,,,,,
155.8,126.3,L,,,,,,225.5,255.8,L,,,,,,,,,,,,
155.8,139.5,M,,,,,,226.3,46.5,M,,,,,,,,,,,,
155.8,236.4,L,,,,,,226.3,82.2,L,,,,,,,,,,,,
156.4,71.1,L,,,,,,226.3,91.5,S,,,,,,,,,,,,
156.6,10.9,M,,,,,,227.1,55,L,,,,,,,,,,,,
156.6,22.5,L,,,,,,227.1,179,L,,,,,,,,,,,,
156.6,36.4,S,,,,,,227.1,341.8,L,,,,,,,,,,,,
156.6,79.1,L,,,,,,227.1,382.1,L,,,,,,,,,,,,
156.6,108.5,M,,,,,,227.7,39.4,S,,,,,,,,,,,,
157.3,30.2,L,,,,,,227.9,27.9,L,,,,,,,,,,,,
157.3,46.5,M,,,,,,227.9,333.3,L,,,,,,,,,,,,
157.3,91.5,M,,,,,,227.9,355,L,,,,,,,,,,,,
157.3,166.6,L,,,,,,228.6,64.3,L,,,,,,,,,,,,
157.3,174.4,L,,,,,,228.6,102.3,M,,,,,,,,,,,,
157.3,186,L,,,,,,228.6,122.5,L,,,,,,,,,,,,
158.1,51.2,M,,,,,,228.6,145.7,M,,,,,,,,,,,,
158.1,179.8,L,,,,,,228.6,213.1,L,,,,,,,,,,,,
158.1,200.7,L,,,,,,228.6,249.6,M,,,,,,,,,,,,
158.9,15.5,L,,,,,,228.6,273.6,M,,,,,,,,,,,,
158.9,25.6,L,,,,,,228.6,287.5,L,,,,,,,,,,,,
158.9,41.1,L,,,,,,229.4,5.4,M,,,,,,,,,,,,
158.9,101.5,L,,,,,,229.4,237.9,L,,,,,,,,,,,,
158.9,117,L,,,,,,229.4,298.4,M,,,,,,,,,,,,
158.9,141.8,M,,,,,,230.2,13.2,L,,,,,,,,,,,,
158.9,149.6,L,,,,,,230.2,170.5,L,,,,,,,,,,,,
158.9,155,M,,,,,,230.2,312.3,L,,,,,,,,,,,,
158.9,232.5,L,,,,,,231,138,L,,,,,,,,,,,,
159.7,5.4,L,,,,,,231,152.7,M,,,,,,,,,,,,
159.7,19.4,L,,,,,,231,220.1,L,,,,,,,,,,,,
159.7,55.8,L,,,,,,231,323.2,L,,,,,,,,,,,,
159.7,61.2,M,,,,,,231,362.7,L,,,,,,,,,,,,
159.7,86.8,M,,,,,,231,373.6,M,,,,,,,,,,,,
159.7,134.9,L,,,,,,231.7,89.9,M,,,,,,,,,,,,
159.7,159.7,M,,,,,,231.7,110.1,L,,,,,,,,,,,,
159.7,207.7,L,,,,,,231.7,185.2,L,,,,,,,,,,,,
159.7,213.9,L,,,,,,231.7,193.8,M,,,,,,,,,,,,
159.7,226.3,S,,,,,,231.7,228.6,S,,,,,,,,,,,,
159.7,244.1,L,,,,,,232.5,19.4,L,,,,,,,,,,,,
160.4,33.3,M,,,,,,232.5,72.9,L,,,,,,,,,,,,
160.4,65.9,L,,,,,,232.5,256.5,L,,,,,,,,,,,,
160.4,72.9,L,,,,,,232.5,304.6,L,,,,,,,,,,,,
160.4,111.6,L,,,,,,233.3,45.7,M,,,,,,,,,,,,
160.4,121.7,L,,,,,,233.3,161.2,L,,,,,,,,,,,,
160.4,127.9,M,,,,,,233.3,203.1,S,,,,,,,,,,,,
160.4,195.3,M,,,,,,233.3,348,L,,,,,,,,,,,,
161.2,10.9,L,,,,,,234.1,37.2,S,,,,,,,,,,,,
161.2,78.3,M,,,,,,234.1,79.8,L,,,,,,,,,,,,
161.2,105.4,S,,,,,,234.1,128.7,L,,,,,,,,,,,,
161.2,169,L,,,,,,234.1,265.8,M,,,,,,,,,,,,
161.2,219.3,L,,,,,,234.1,339.5,S,,,,,,,,,,,,
161.2,236.4,L,,,,,,234.8,27.1,L,,,,,,,,,,,,
162,94.6,L,,,,,,234.8,145.7,S,,,,,,,,,,,,
162.8,28.7,L,,,,,,234.8,210,M,,,,,,,,,,,,
162.8,48.1,L,,,,,,234.8,277.5,L,,,,,,,,,,,,
162.8,188.3,L,,,,,,235.6,52.7,L,,,,,,,,,,,,
162.8,203.1,L,,,,,,235.6,98.4,L,,,,,,,,,,,,
163.5,23.3,M,,,,,,235.6,116.3,S,,,,,,,,,,,,
163.5,38.8,M,,,,,,235.6,241,L,,,,,,,,,,,,
163.5,58.9,M,,,,,,235.6,248.8,S,,,,,,,,,,,,
163.5,89.1,M,,,,,,236.4,3.9,M,,,,,,,,,,,,
163.5,116.3,M,,,,,,236.4,60.5,L,,,,,,,,,,,,
163.5,131.8,M,,,,,,236.4,382.1,M,,,,,,,,,,,,
163.5,145.7,L,,,,,,237.2,10.1,L,,,,,,,,,,,,
163.5,175.9,S,,,,,,237.2,136.4,L,,,,,,,,,,,,
163.5,180.6,L,,,,,,237.2,177.5,L,,,,,,,,,,,,
163.5,209.3,S,,,,,,237.2,296.8,L,,,,,,,,,,,,
164.3,6.2,M,,,,,,237.2,327.8,L,,,,,,,,,,,,
164.3,16.3,M,,,,,,237.9,123.2,L,,,,,,,,,,,,
164.3,33.3,L,,,,,,237.9,289.9,L,,,,,,,,,,,,
164.3,42.6,L,,,,,,237.9,319.3,L,,,,,,,,,,,,
164.3,69.8,L,,,,,,237.9,366.6,L,,,,,,,,,,,,
164.3,81.4,S,,,,,,238.7,68.2,L,,,,,,,,,,,,
164.3,99.2,L,,,,,,238.7,153.5,L,,,,,,,,,,,,
164.3,137.2,L,,,,,,238.7,195.3,L,,,,,,,,,,,,
164.3,158.1,M,,,,,,238.7,310,L,,,,,,,,,,,,
164.3,164.3,L,,,,,,239.5,33.3,L,,,,,,,,,,,,
164.3,228.6,L,,,,,,239.5,90.7,L,,,,,,,,,,,,
165.1,52.7,L,,,,,,239.5,107.7,M,,,,,,,,,,,,
165.1,63.6,M,,,,,,239.5,169,L,,,,,,,,,,,,
165.1,76,L,,,,,,239.5,223.2,L,,,,,,,,,,,,
165.1,127.1,M,,,,,,240.3,20.2,NC,,,,,,,,,,,,
165.1,151.9,L,,,,,,240.3,185.2,M,,,,,,,,,,,,
165.9,105.4,L,,,,,,240.3,235.6,L,,,,,,,,,,,,
165.9,215.5,L,,,,,,240.3,374.4,L,,,,,,,,,,,,
165.9,239.5,L,,,,,,241,42.6,L,,,,,,,,,,,,
165.9,244.9,M,,,,,,241,203.1,L,,,,,,,,,,,,
166.6,10.9,M,,,,,,241,255,L,,,,,,,,,,,,
166.6,111.6,L,,,,,,241,346.5,M,,,,,,,,,,,,
166.6,120.9,L,,,,,,241,356.5,L,,,,,,,,,,,,
166.6,169.7,M,,,,,,241.8,143.4,L,,,,,,,,,,,,
166.6,191.4,L,,,,,,241.8,215.5,M,,,,,,,,,,,,
166.6,197.6,M,,,,,,241.8,265.8,S,,,,,,,,,,,,
166.6,223.2,L,,,,,,241.8,334.8,L,,,,,,,,,,,,
166.6,234.1,L,,,,,,241.8,387.5,M,,,,,,,,,,,,
167.4,2.3,M,,,,,,242.6,97.7,M,,,,,,,,,,,,
167.4,186,L,,,,,,242.6,129.4,L,,,,,,,,,,,,
168.2,20.2,L,,,,,,242.6,301.5,L,,,,,,,,,,,,
168.2,25.6,L,,,,,,243.4,51.9,L,,,,,,,,,,,,
168.2,31,S,,,,,,243.4,114.7,M,,,,,,,,,,,,
168.2,46.5,L,,,,,,243.4,162,L,,,,,,,,,,,,
168.2,88.4,M,,,,,,243.4,272.8,M,,,,,,,,,,,,
169,15.5,L,,,,,,243.4,283.7,L,,,,,,,,,,,,
169,70.5,M,,,,,,244.1,176.7,S,,,,,,,,,,,,
169,82.9,M,,,,,,244.1,243.4,L,,,,,,,,,,,,
169,115.5,L,,,,,,245.7,62.8,S,,,,,,,,,,,,
169,124.8,L,,,,,,245.7,69.8,L,,,,,,,,,,,,
169,139.5,M,,,,,,245.7,76.7,L,,,,,,,,,,,,
169,144.2,L,,,,,,245.7,88.4,M,,,,,,,,,,,,
169,156.6,L,,,,,,245.7,169.7,L,,,,,,,,,,,,
169,174.4,L,,,,,,245.7,293.7,L,,,,,,,,,,,,
169,179.8,M,,,,,,246.5,137.2,L,,,,,,,,,,,,
169,202.3,M,,,,,,246.5,151.9,L,,,,,,,,,,,,
169.6,161.5,L,,,,,,246.5,189.1,L,,,,,,,,,,,,
169.7,6.2,L,,,,,,246.5,197.6,M,,,,,,,,,,,,
169.7,36.4,L,,,,,,246.5,209.3,L,,,,,,,,,,,,
169.7,58.9,L,,,,,,246.5,227.1,L,,,,,,,,,,,,
169.7,64.3,L,,,,,,246.5,323.2,M,,,,,,,,,,,,
169.7,95.3,L,,,,,,246.5,366.6,L,,,,,,,,,,,,
169.7,101.5,L,,,,,,247.2,29.5,L,,,,,,,,,,,,
169.7,130.2,S,,,,,,247.2,37.2,M,,,,,,,,,,,,
169.7,207.7,L,,,,,,247.2,120.9,L,,,,,,,,,,,,
169.7,227.9,M,,,,,,247.2,380.6,M,,,,,,,,,,,,
170.5,41.1,M,,,,,,248,312.3,L,,,,,,,,,,,,
170.5,77.5,L,,,,,,248,338.7,L,,,,,,,,,,,,
170.5,110.1,M,,,,,,248.8,10.1,M,,,,,,,,,,,,
170.5,149.6,M,,,,,,248.8,82.9,L,,,,,,,,,,,,
171.3,51.9,M,,,,,,248.8,236.4,L,,,,,,,,,,,,
171.3,135.6,L,,,,,,248.8,259.6,L,,,,,,,,,,,,
171.3,196.1,M,,,,,,249.6,45,M,,,,,,,,,,,,
171.3,213.9,L,,,,,,249.6,93.8,S,,,,,,,,,,,,
171.3,234.1,M,,,,,,249.6,251.1,M,,,,,,,,,,,,
171.3,241.8,L,,,,,,249.6,330.2,M,,,,,,,,,,,,
172.1,46.5,L,,,,,,250.3,55,M,,,,,,,,,,,,
172.1,120.1,L,,,,,,250.3,181.4,L,,,,,,,,,,,,
172.1,165.9,L,,,,,,250.3,351.1,L,,,,,,,,,,,,
172.1,188.3,L,,,,,,251.1,127.9,M,,,,,,,,,,,,
172.8,10.1,L,,,,,,251.1,157.3,S,,,,,,,,,,,,
172.8,20.9,M,,,,,,251.1,205.4,L,,,,,,,,,,,,
172.8,31,L,,,,,,251.1,279,L,,,,,,,,,,,,
172.8,55.8,L,,,,,,251.1,299.9,S,,,,,,,,,,,,
172.8,72.1,M,,,,,,251.9,111.6,L,,,,,,,,,,,,
172.8,80.6,L,,,,,,251.9,165.1,M,,,,,,,,,,,,
172.8,89.9,L,,,,,,251.9,269.7,M,,,,,,,,,,,,
172.8,175.9,L,,,,,,251.9,291.4,M,,,,,,,,,,,,
172.8,200,L,,,,,,251.9,372.8,L,,,,,,,,,,,,
172.8,220.1,L,,,,,,251.9,387.5,L,,,,,,,,,,,,
173.6,67.4,L,,,,,,252.7,72.9,M,,,,,,,,,,,,
173.6,104.6,L,,,,,,252.7,144.2,L,,,,,,,,,,,,
173.6,129.4,L,,,,,,252.7,173.6,L,,,,,,,,,,,,
173.6,183.7,L,,,,,,252.7,227.1,L,,,,,,,,,,,,
174.4,5.4,L,,,,,,253.4,18.6,M,,,,,,,,,,,,
174.4,25.6,L,,,,,,253.4,101.5,L,,,,,,,,,,,,
174.4,41.1,M,,,,,,253.4,193.8,M,,,,,,,,,,,,
174.4,59.7,L,,,,,,253.4,307.7,L,,,,,,,,,,,,
174.4,98.4,L,,,,,,254.2,34.1,L,,,,,,,,,,,,
174.4,114.7,L,,,,,,254.2,358.1,M,,,,,,,,,,,,
174.4,140.3,L,,,,,,255,24.8,L,,,,,,,,,,,,
174.4,145.7,L,,,,,,255,64.3,M,,,,,,,,,,,,
174.4,154.2,L,,,,,,255,92.2,L,,,,,,,,,,,,
174.4,169.7,L,,,,,,255,135.6,M,,,,,,,,,,,,
174.4,204.6,L,,,,,,255,241,L,,,,,,,,,,,,
175.2,14.7,S,,,,,,255,259.6,S,,,,,,,,,,,,
175.2,35.7,M,,,,,,255,319.3,L,,,,,,,,,,,,
175.2,123.2,L,,,,,,255.8,10.9,L,,,,,,,,,,,,
175.2,193,L,,,,,,255.8,78.3,L,,,,,,,,,,,,
175.2,226.3,S,,,,,,255.8,219.3,L,,,,,,,,,,,,
175.9,75.2,M,,,,,,255.8,339.5,L,,,,,,,,,,,,
175.9,84.5,L,,,,,,255.8,379.8,L,,,,,,,,,,,,
175.9,110.1,L,,,,,,256.5,45.7,M,,,,,,,,,,,,
175.9,135.6,L,,,,,,256.5,118.6,L,,,,,,,,,,,,
175.9,164.3,M,,,,,,257.1,123.8,M,,,,,,,,,,,,
175.9,179.8,M,,,,,,257.3,108.5,L,,,,,,,,,,,,
175.9,231.7,M,,,,,,257.3,128.7,M,,,,,,,,,,,,
176.7,45.7,M,,,,,,257.3,166.6,L,,,,,,,,,,,,
176.7,51.2,L,,,,,,257.3,183.7,L,,,,,,,,,,,,
176.7,70.5,L,,,,,,257.3,200,M,,,,,,,,,,,,
176.7,208.5,L,,,,,,257.3,213.1,L,,,,,,,,,,,,
176.7,220.1,L,,,,,,257.3,247.2,L,,,,,,,,,,,,
176.7,244.1,L,,,,,,257.3,275.1,L,,,,,,,,,,,,
177.5,28.7,M,,,,,,257.3,297.6,L,,,,,,,,,,,,
177.5,102.3,S,,,,,,258.1,150.4,L,,,,,,,,,,,,
177.5,118.6,M,,,,,,258.1,282.9,M,,,,,,,,,,,,
177.5,149.6,L,,,,,,258.1,365.8,M,,,,,,,,,,,,
177.5,158.9,L,,,,,,258.9,53.5,M,,,,,,,,,,,,
177.5,237.2,L,,,,,,258.9,158.9,L,,,,,,,,,,,,
178.3,10.1,L,,,,,,258.9,231,L,,,,,,,,,,,,
178.3,19.4,M,,,,,,258.9,329.4,M,,,,,,,,,,,,
178.3,56.6,L,,,,,,258.9,347.2,L,,,,,,,,,,,,
178.3,187.6,S,,,,,,259.6,38.8,L,,,,,,,,,,,,
178.3,199.2,L,,,,,,259.6,87.6,M,,,,,,,,,,,,
178.3,213.1,L,,,,,,259.6,255.8,L,,,,,,,,,,,,
179,38.8,L,,,,,,260.4,307.7,L,,,,,,,,,,,,
179,62,M,,,,,,261.2,18.6,M,,,,,,,,,,,,
179,79.8,S,,,,,,261.2,27.9,L,,,,,,,,,,,,
179,93.8,L,,,,,,261.2,70.5,M,,,,,,,,,,,,
179,113.9,L,,,,,,261.2,189.9,L,,,,,,,,,,,,
179,128.7,L,,,,,,261.2,263.5,L,,,,,,,,,,,,
179,138.7,M,,,,,,262,97.7,L,,,,,,,,,,,,
179,144.2,L,,,,,,262,141.8,L,,,,,,,,,,,,
179,167.4,M,,,,,,262,386,L,,,,,,,,,,,,
179,172.8,L,,,,,,262.7,3.9,M,,,,,,,,,,,,
179,193.8,L,,,,,,262.7,62,M,,,,,,,,,,,,
179.8,5.4,L,,,,,,262.7,79.8,S,,,,,,,,,,,,
179.8,24,L,,,,,,262.7,218.6,L,,,,,,,,,,,,
179.8,89.1,M,,,,,,262.7,320.1,M,,,,,,,,,,,,
180.6,32.6,M,,,,,,262.7,375.1,M,,,,,,,,,,,,
180.6,52.7,M,,,,,,263.5,114.7,M,,,,,,,,,,,,
180.6,66.7,L,,,,,,263.5,122.5,L,,,,,,,,,,,,
180.6,109.3,L,,,,,,263.5,131,M,,,,,,,,,,,,
180.6,123.2,M,,,,,,263.5,162.8,L,,,,,,,,,,,,
180.6,153.5,L,,,,,,263.5,198.4,L,,,,,,,,,,,,
180.6,162.8,L,,,,,,263.5,207.7,L,,,,,,,,,,,,
180.6,177.5,L,,,,,,263.5,241,L,,,,,,,,,,,,
180.6,208.5,L,,,,,,263.5,291.4,L,,,,,,,,,,,,
181.4,75.2,L,,,,,,264.3,12.4,M,,,,,,,,,,,,
181.4,133.3,S,,,,,,264.3,226.3,M,,,,,,,,,,,,
181.4,232.5,L,,,,,,264.3,278.2,L,,,,,,,,,,,,
181.4,241,L,,,,,,264.3,339.5,M,,,,,,,,,,,,
182.1,14,L,,,,,,264.3,358.9,L,,,,,,,,,,,,
182.1,48.1,S,,,,,,265.1,46.5,M,,,,,,,,,,,,
182.1,98.4,L,,,,,,265.1,299.2,L,,,,,,,,,,,,
182.1,104.6,L,,,,,,265.8,35.7,L,,,,,,,,,,,,
182.1,182.9,L,,,,,,265.8,153.5,M,,,,,,,,,,,,
182.1,190.7,M,,,,,,265.8,313.1,L,,,,,,,,,,,,
182.1,214.7,L,,,,,,266.6,169,M,,,,,,,,,,,,
182.1,227.1,L,,,,,,266.6,181.4,M,,,,,,,,,,,,
182.1,246.5,S,,,,,,266.6,249.6,L,,,,,,,,,,,,
182.9,41.1,M,,,,,,267.4,73.6,L,,,,,,,,,,,,
182.9,58.1,L,,,,,,267.4,261.2,L,,,,,,,,,,,,
182.9,83.7,M,,,,,,267.4,329.4,L,,,,,,,,,,,,
182.9,148,L,,,,,,268.2,27.1,L,,,,,,,,,,,,
182.9,157.3,L,,,,,,268.2,91.5,L,,,,,,,,,,,,
182.9,202.3,L,,,,,,268.2,188.3,M,,,,,,,,,,,,
182.9,220.1,L,,,,,,268.2,232.5,M,,,,,,,,,,,,
183.7,2.3,L,,,,,,268.2,272,L,,,,,,,,,,,,
183.7,7.8,L,,,,,,268.2,348.8,M,,,,,,,,,,,,
183.7,17.8,M,,,,,,268.9,51.9,L,,,,,,,,,,,,
183.7,26.4,M,,,,,,268.9,83.7,L,,,,,,,,,,,,
183.7,143.4,M,,,,,,268.9,147.3,S,,,,,,,,,,,,
183.7,171.3,S,,,,,,268.9,365.8,L,,,,,,,,,,,,
184.5,36.4,M,,,,,,268.9,380.6,L,,,,,,,,,,,,
184.5,63.6,L,,,,,,269.7,3.9,L,,,,,,,,,,,,
184.5,69,L,,,,,,269.7,13.2,M,,,,,,,,,,,,
184.5,120.1,L,,,,,,269.7,200,L,,,,,,,,,,,,
184.5,127.1,L,,,,,,270.5,209.3,L,,,,,,,,,,,,
184.5,197.6,L,,,,,,270.5,288.3,L,,,,,,,,,,,,
184.5,231.7,L,,,,,,271.3,65.1,L,,,,,,,,,,,,
184.5,237.9,L,,,,,,271.3,137.2,L,,,,,,,,,,,,
185.2,79.1,M,,,,,,271.3,160.4,L,,,,,,,,,,,,
185.2,87.6,L,,,,,,271.3,218.6,M,,,,,,,,,,,,
185.2,93.8,S,,,,,,271.3,241.8,L,,,,,,,,,,,,
185.2,113.2,L,,,,,,271.3,372.8,S,,,,,,,,,,,,
185.2,138.7,L,,,,,,272,100.8,L,,,,,,,,,,,,
185.2,165.1,L,,,,,,272,111.6,L,,,,,,,,,,,,
185.2,206.2,L,,,,,,272,227.1,L,,,,,,,,,,,,
186,31,L,,,,,,272,254.2,L,,,,,,,,,,,,
186,176.7,L,,,,,,272,338.7,S,,,,,,,,,,,,
186,243.4,S,,,,,,272.8,21.7,L,,,,,,,,,,,,
186.3,52.8,S,,,,,,272.8,39.5,L,,,,,,,,,,,,
186.8,13.2,L,,,,,,272.8,119.4,L,,,,,,,,,,,,
186.8,22.5,L,,,,,,272.8,293.7,M,,,,,,,,,,,,
186.8,44.2,L,,,,,,272.8,322.4,M,,,,,,,,,,,,
186.8,48.1,L,,,,,,272.8,356.5,L,,,,,,,,,,,,
186.8,101.5,M,,,,,,273.6,267.4,L,,,,,,,,,,,,
186.8,107.7,L,,,,,,273.6,302.3,L,,,,,,,,,,,,
186.8,132.5,L,,,,,,274.4,30.2,M,,,,,,,,,,,,
186.8,151.9,M,,,,,,274.4,90.7,L,,,,,,,,,,,,
186.8,225.5,L,,,,,,274.4,128.7,L,,,,,,,,,,,,
187.6,73.6,L,,,,,,274.4,151.9,L,,,,,,,,,,,,
187.6,128.7,L,,,,,,274.4,277.5,L,,,,,,,,,,,,
187.6,158.1,L,,,,,,274.4,311.6,L,,,,,,,,,,,,
187.6,182.1,L,,,,,,275.1,48.8,L,,,,,,,,,,,,
187.6,210.8,M,,,,,,275.1,331.7,L,,,,,,,,,,,,
188.3,3.1,M,,,,,,275.1,345.7,L,,,,,,,,,,,,
188.3,7.8,L,,,,,,275.1,386.8,L,,,,,,,,,,,,
188.3,27.1,L,,,,,,275.9,59.7,L,,,,,,,,,,,,
188.3,67.4,M,,,,,,275.9,76,M,,,,,,,,,,,,
188.3,117,L,,,,,,275.9,168.2,S,,,,,,,,,,,,
188.3,172.1,L,,,,,,275.9,175.2,M,,,,,,,,,,,,
188.3,195.3,L,,,,,,276.7,239.5,L,,,,,,,,,,,,
188.3,200.7,L,,,,,,276.7,365.8,L,,,,,,,,,,,,
188.3,218.6,L,,,,,,277.5,69,M,,,,,,,,,,,,
189.1,17.8,M,,,,,,277.5,144.2,L,,,,,,,,,,,,
189.1,39.5,L,,,,,,277.5,203.1,M,,,,,,,,,,,,
189.1,57.4,L,,,,,,277.5,213.9,L,,,,,,,,,,,,
189.1,89.9,L,,,,,,277.5,377.5,L,,,,,,,,,,,,
189.1,96.9,L,,,,,,278.2,117.8,L,,,,,,,,,,,,
189.1,122.5,S,,,,,,278.2,260.4,M,,,,,,,,,,,,
189.1,189.1,L,,,,,,278.2,288.3,M,,,,,,,,,,,,
189.1,235.6,L,,,,,,278.2,304.6,L,,,,,,,,,,,,
189.9,78.3,L,,,,,,279,12.4,L,,,,,,,,,,,,
189.9,84.5,M,,,,,,279,18.6,L,,,,,,,,,,,,
189.9,141.1,L,,,,,,279,36.4,L,,,,,,,,,,,,
